video_name,label
abseiling/tAFhYaaxb9M_000285_000295.mp4,0
abseiling/TakqNQeNqpk_000228_000238.mp4,0
abseiling/TbSeas6RJTo_000038_000048.mp4,0
abseiling/Tc4mPQAhJDs_000139_000149.mp4,0
abseiling/tcZ_hFy0T6I_000093_000103.mp4,0
abseiling/Tdd9inAW1VY_000361_000371.mp4,0
abseiling/TGuiIBXGmjk_000015_000025.mp4,0
abseiling/tIFW1HYld7Y_000000_000010.mp4,0
abseiling/TIghbIkW-dQ_000106_000116.mp4,0
abseiling/tin1M6-5qI4_000014_000024.mp4,0
abseiling/TjDjwzUymq8_000338_000348.mp4,0
abseiling/TLks8CdB41w_000007_000017.mp4,0
abseiling/TlYO_5onJf0_000192_000202.mp4,0
abseiling/T_-n9KETUR4_000040_000050.mp4,0
abseiling/tNsQISQ5s4Y_000116_000126.mp4,0
abseiling/tNtS-pVl5YE_000025_000035.mp4,0
abseiling/tOBFYC_asUo_000720_000730.mp4,0
abseiling/TqwNJJhe53A_000040_000050.mp4,0
abseiling/TrE4NBQOw_w_000559_000569.mp4,0
abseiling/tXfO7t6FOMQ_000565_000575.mp4,0
abseiling/txpnmv80goY_000000_000010.mp4,0
abseiling/tzJk-MT5osU_000044_000054.mp4,0
abseiling/tZ-stwBG2rI_000000_000010.mp4,0
abseiling/TzXN59Y8cZw_000495_000505.mp4,0
abseiling/U8ql5aZKS_c_000082_000092.mp4,0
abseiling/u8TIx2f7fgk_000063_000073.mp4,0
abseiling/u8Y0WHT1gA0_000264_000274.mp4,0
abseiling/u8YRKw2HWm8_000063_000073.mp4,0
abseiling/-UAghPqLTBI_000130_000140.mp4,0
abseiling/uaHqixb-Zbc_000000_000010.mp4,0
abseiling/UaKGiEnqhPo_000006_000016.mp4,0
abseiling/UaUix_Jnbmw_000186_000196.mp4,0
abseiling/Ub5CpB8F5OY_000030_000040.mp4,0
abseiling/ubZ089pbaP8_000062_000072.mp4,0
abseiling/ucJqshJB5Ic_000127_000137.mp4,0
abseiling/UFRaLM26S24_000016_000026.mp4,0
abseiling/UiRKyKcRIUU_000000_000010.mp4,0
abseiling/uIwM4hNn3us_000069_000079.mp4,0
abseiling/UjcupvXsx9U_000064_000074.mp4,0
abseiling/uP09GoMAYjU_000340_000350.mp4,0
abseiling/UP6kAnZLET8_000001_000011.mp4,0
abseiling/uPeRYNi_b2o_000021_000031.mp4,0
abseiling/Uq8scLcYh6M_000004_000014.mp4,0
abseiling/us_a0MpHgGE_000119_000129.mp4,0
abseiling/-utJO7UasYE_000122_000132.mp4,0
abseiling/_UtLXOVn5Jk_000083_000093.mp4,0
abseiling/uvBWe9nbAt0_000063_000073.mp4,0
abseiling/Uy-lGnYxnyo_000049_000059.mp4,0
abseiling/v0CeGyJhc4U_000002_000012.mp4,0
abseiling/v1tjd9mUfys_000075_000085.mp4,0
abseiling/v3PSuKYtnhA_000118_000128.mp4,0
abseiling/v4djNGOG5A8_000438_000448.mp4,0
abseiling/v6hfBCUQFxc_000087_000097.mp4,0
abseiling/V6Kll-xrjVk_000003_000013.mp4,0
abseiling/v7x6SbAR4rA_000145_000155.mp4,0
abseiling/v8ZzGrTkVpY_000003_000013.mp4,0
abseiling/vABhecThIgI_000016_000026.mp4,0
abseiling/VaojFsODqp8_000096_000106.mp4,0
abseiling/VboZ8QFvHjI_000120_000130.mp4,0
abseiling/VciODSTjHs4_000018_000028.mp4,0
abseiling/VdIjpDI6b0I_000175_000185.mp4,0
abseiling/vDyr2cdXfBI_000060_000070.mp4,0
abseiling/vEe2s5hztH8_000110_000120.mp4,0
abseiling/Vf1y4s8XaBc_000106_000116.mp4,0
abseiling/-_VFi7OFbJY_000064_000074.mp4,0
abseiling/VFzyXlVDc7w_000057_000067.mp4,0
abseiling/vGAWucfMv6w_000074_000084.mp4,0
abseiling/vgk2jPUtoWM_000091_000101.mp4,0
abseiling/VHJGX13S_UY_000554_000564.mp4,0
abseiling/vjENlCLRQe4_000082_000092.mp4,0
abseiling/vjsJ3nfhddE_000223_000233.mp4,0
abseiling/vNxsGd0hKgg_000157_000167.mp4,0
abseiling/VoChIuA0BbE_000164_000174.mp4,0
abseiling/VPoJCV8euCg_000001_000011.mp4,0
abseiling/vPxZC50Ajjw_000062_000072.mp4,0
abseiling/VQLdInwPhpQ_000060_000070.mp4,0
abseiling/VRNVK63tAlw_000009_000019.mp4,0
abseiling/vuYkyUoqvYA_000324_000334.mp4,0
abseiling/VWnSwPoNsHI_000159_000169.mp4,0
abseiling/vxW-WXevQrg_000061_000071.mp4,0
abseiling/V_YE0LC2sN0_000114_000124.mp4,0
abseiling/w1rHY15XZoQ_000009_000019.mp4,0
abseiling/w2TO-iI8prw_000077_000087.mp4,0
abseiling/W5GWm_g9X1s_000095_000105.mp4,0
abseiling/-w5zqLILMpI_000163_000173.mp4,0
abseiling/w7l52ORboQ8_000035_000045.mp4,0
abseiling/W7l90JANsDA_000025_000035.mp4,0
abseiling/w9IZFxbn6w0_000222_000232.mp4,0
abseiling/w9rNLvIcsmE_000343_000353.mp4,0
abseiling/WA-2n5prapE_000146_000156.mp4,0
abseiling/walR6r7zYwQ_000008_000018.mp4,0
abseiling/WCMGKn2WTpg_000062_000072.mp4,0
abseiling/wcmSz3Rzw9Y_000167_000177.mp4,0
abseiling/wcRuXrduj6Q_000096_000106.mp4,0
abseiling/wDTYTa55u0E_000212_000222.mp4,0
abseiling/WdztC_jCzwE_000065_000075.mp4,0
abseiling/wexhJsq5gfI_000547_000557.mp4,0
abseiling/Wf3x6WHtLuQ_000166_000176.mp4,0
abseiling/WfgmGlNEId0_000234_000244.mp4,0
abseiling/WfTEnPj3R_E_000010_000020.mp4,0
abseiling/wfY4v2WKP8I_000174_000184.mp4,0
abseiling/wi5huH3juFc_000067_000077.mp4,0
abseiling/WIGiK4kIqCM_000301_000311.mp4,0
abseiling/wiqdWLeMsYA_000071_000081.mp4,0
abseiling/WjtTfhSMVwg_000020_000030.mp4,0
abseiling/-WKCwDRp_jk_000000_000010.mp4,0
abseiling/wkYn0i0S7f0_000109_000119.mp4,0
abseiling/WmBYVQwXAYw_000104_000114.mp4,0
abseiling/Wnf5nkThufA_000084_000094.mp4,0
abseiling/WNOM5dhpJco_000111_000121.mp4,0
abseiling/WNrdRaXP7dY_000083_000093.mp4,0
abseiling/WO180mpT2rg_000005_000015.mp4,0
abseiling/wPORLJm7G4s_000076_000086.mp4,0
abseiling/wpURZuP-DH0_000019_000029.mp4,0
abseiling/WpyltT2B6pM_000023_000033.mp4,0
abseiling/WQ8bKQ524sQ_000195_000205.mp4,0
abseiling/WRCYuMELWwI_000011_000021.mp4,0
abseiling/wtHn8oZHwYQ_000009_000019.mp4,0
abseiling/WtsxCZoN_CU_000141_000151.mp4,0
abseiling/wU3tMhvk89k_000018_000028.mp4,0
abseiling/wUAXdbysVjI_000229_000239.mp4,0
abseiling/Wv69wJJjAcs_000012_000022.mp4,0
abseiling/Ww61iwaFGrM_000059_000069.mp4,0
abseiling/WwPL6OqNqB0_000133_000143.mp4,0
abseiling/_WWyCxEok2I_000078_000088.mp4,0
abseiling/wXla74JS-GI_000362_000372.mp4,0
abseiling/wyxhp7Un2GI_000495_000505.mp4,0
abseiling/X2DbNF9YNjs_000177_000187.mp4,0
abseiling/X3hN7bdfiLA_000054_000064.mp4,0
abseiling/X5imLMrvCdQ_000483_000493.mp4,0
abseiling/X8kegtsgUSU_000116_000126.mp4,0
abseiling/X98Ov2TECkw_000136_000146.mp4,0
abseiling/XA4SuTAGBT0_000035_000045.mp4,0
abseiling/XaH22IFN81Y_000056_000066.mp4,0
abseiling/xaJTABpbJtw_000165_000175.mp4,0
abseiling/XAZtRAEQzcY_000151_000161.mp4,0
abseiling/X_BC0Jn5COg_000021_000031.mp4,0
abseiling/xCMIABWeJ0g_000005_000015.mp4,0
