video_name,label
abseiling/0347ZoDXyP0_000095_000105.mp4,0
abseiling/035LtPeUFTE_000085_000095.mp4,0
abseiling/03NbvjuSoxk_000604_000614.mp4,0
abseiling/0fBrAthmrNs_000358_000368.mp4,0
abseiling/0FsbjTIrBqw_000286_000296.mp4,0
abseiling/0KdQmAFyNXo_000012_000022.mp4,0
abseiling/0lPhr3f8_do_000011_000021.mp4,0
abseiling/0N3Jb5UHg8Y_000068_000078.mp4,0
abseiling/0pP5PNGEDi0_000159_000169.mp4,0
abseiling/0RuOAabG2-M_000061_000071.mp4,0
abseiling/0S2Es_AMbGI_000015_000025.mp4,0
abseiling/0s2mvbfzzyc_000014_000024.mp4,0
abseiling/0s9eFZZVXUU_000030_000040.mp4,0
abseiling/0UD6OoOFwqc_000078_000088.mp4,0
abseiling/0vhbg2mkBg4_000000_000010.mp4,0
abseiling/0wR5jVB-WPk_000417_000427.mp4,0
abseiling/13yHmtOlaUE_000751_000761.mp4,0
abseiling/15z2zWbH65Y_000092_000102.mp4,0
abseiling/1atkTs6LO6s_000037_000047.mp4,0
abseiling/1g7n_PZzkmg_000000_000010.mp4,0
abseiling/1GE07Avyy20_000009_000019.mp4,0
abseiling/1igvMc3ze5M_000359_000369.mp4,0
abseiling/1JT7K8Cpb_M_000005_000015.mp4,0
abseiling/1nNROzy8zx8_000083_000093.mp4,0
abseiling/1nWkZlMdzos_000065_000075.mp4,0
abseiling/1oG6YwxGfCc_000031_000041.mp4,0
abseiling/1PH-bf4AVyU_000282_000292.mp4,0
abseiling/1Qj6Mu_CpnM_000042_000052.mp4,0
abseiling/1-Sv4f4woCI_000044_000054.mp4,0
abseiling/1wW-ojRuG50_000055_000065.mp4,0
abseiling/20WaQ_z2oWM_000244_000254.mp4,0
abseiling/27Ogzc9n4GQ_000116_000126.mp4,0
abseiling/2bgFe5au7v4_000037_000047.mp4,0
abseiling/2l2Y2UOtTYE_000200_000210.mp4,0
abseiling/2lujXIXQIg0_000052_000062.mp4,0
abseiling/2pTztDoFiMc_000525_000535.mp4,0
abseiling/2rX-H4RmyZA_000020_000030.mp4,0
abseiling/2SRJgIEtZVs_000239_000249.mp4,0
abseiling/2UXCC5iONM0_000067_000077.mp4,0
abseiling/2Vt5Xi9zMwI_000080_000090.mp4,0
abseiling/2YFIND4tXCc_000002_000012.mp4,0
abseiling/-3B32lodo2M_000059_000069.mp4,0
abseiling/3BDlgjIAlaU_000061_000071.mp4,0
abseiling/3caPS4FHFF8_000036_000046.mp4,0
abseiling/3CyigQpeF6I_000079_000089.mp4,0
abseiling/3D7uhXK_6-M_000086_000096.mp4,0
abseiling/3EO1jQ_nayQ_000021_000031.mp4,0
abseiling/3hAYiMA3B54_000117_000127.mp4,0
abseiling/3J29xVFUn00_000040_000050.mp4,0
abseiling/3k5sU0UoyJE_000063_000073.mp4,0
abseiling/3L60SisVlbI_000033_000043.mp4,0
abseiling/3NndJs2ASXk_000006_000016.mp4,0
abseiling/3piYTVCzh98_000030_000040.mp4,0
abseiling/3qafN6S_En4_000058_000068.mp4,0
abseiling/3VqrHekUnOE_000141_000151.mp4,0
abseiling/3xZcUCuw1Bg_000332_000342.mp4,0
abseiling/3Y9w_rC9m5s_000009_000019.mp4,0
abseiling/3yaoNwz99xM_000062_000072.mp4,0
abseiling/3YzplIZVXpM_000089_000099.mp4,0
abseiling/40GRwg2Gsvk_000127_000137.mp4,0
abseiling/46PBuHste2E_000134_000144.mp4,0
abseiling/46SgcqC8a3g_000045_000055.mp4,0
abseiling/4k7MUQJVevU_000241_000251.mp4,0
abseiling/4KNvdZGNVRM_000765_000775.mp4,0
abseiling/4Lt8S9uip0A_000016_000026.mp4,0
abseiling/4lTtJeXACp4_000121_000131.mp4,0
abseiling/4P0suSCb4Gg_000025_000035.mp4,0
abseiling/4PCb5d0PDqE_000184_000194.mp4,0
abseiling/4pmkLkrDTdA_000000_000010.mp4,0
abseiling/4sCQ-EX6cIg_000021_000031.mp4,0
abseiling/4tm7iT3OWWs_000002_000012.mp4,0
abseiling/4UfTRS5bWPw_000000_000010.mp4,0
abseiling/4VvQtg9lRK8_000186_000196.mp4,0
abseiling/_4YTwq0-73Y_000044_000054.mp4,0
abseiling/51GJ2uVXjvM_001007_001017.mp4,0
abseiling/51taNPfG89o_000080_000090.mp4,0
abseiling/5C9lhUhiJMk_000096_000106.mp4,0
abseiling/5dmLwEjGgxs_000009_000019.mp4,0
abseiling/5EzHPARxZyk_000069_000079.mp4,0
abseiling/5fmxORDrj1U_000123_000133.mp4,0
abseiling/5jB9jPrhIho_000159_000169.mp4,0
abseiling/5QfpFAp1Euo_000383_000393.mp4,0
abseiling/5QSuGYOs6gs_000072_000082.mp4,0
abseiling/5SpwBTuhbvQ_000119_000129.mp4,0
abseiling/5vuqHwG6XkM_000169_000179.mp4,0
abseiling/60hYTVgs8EQ_000001_000011.mp4,0
abseiling/611neCpTy4w_000042_000052.mp4,0
abseiling/6_4kjPiQr7w_000191_000201.mp4,0
abseiling/65jSHOHfBL8_000069_000079.mp4,0
abseiling/69fjzFXrOE4_000051_000061.mp4,0
abseiling/6ALt2LCGX9Y_000221_000231.mp4,0
abseiling/6fBBpbxDuTw_000112_000122.mp4,0
abseiling/6fl2iWcjRz4_000244_000254.mp4,0
abseiling/6IbvOJxXnOo_000047_000057.mp4,0
abseiling/6LhE09TB4Jo_000246_000256.mp4,0
abseiling/6OmEdqNyha8_000126_000136.mp4,0
abseiling/6QGz7WGjzP4_000021_000031.mp4,0
abseiling/6qpWybvv5-s_000068_000078.mp4,0
abseiling/6suYmw7VEKY_000015_000025.mp4,0
abseiling/6UsJ5zI6Ftk_000031_000041.mp4,0
abseiling/6vxPOSVjr0U_000047_000057.mp4,0
abseiling/6W6kOUbb-uc_000062_000072.mp4,0
abseiling/6WkO9nj7He0_000000_000010.mp4,0
abseiling/6Z1QjwtRWjI_000020_000030.mp4,0
abseiling/7CpnJHUcLqA_000000_000010.mp4,0
abseiling/7dJXS-QdVFc_000316_000326.mp4,0
abseiling/7FDOWJJ_5jc_000022_000032.mp4,0
abseiling/7Fvi2Z8vuDU_000007_000017.mp4,0
abseiling/7GOB1u0scWw_000426_000436.mp4,0
abseiling/-7kbO0v4hag_000107_000117.mp4,0
abseiling/7LGTc3KkdzY_000027_000037.mp4,0
